Unnamed,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
510,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,638,Intel HD Graphics 620,Windows 10,510.37,47898.72
511,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,639,Nvidia GeForce 940MX,Windows 10,511.37,34045.92
512,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,640,Intel HD Graphics 620,Windows 10,512.37,44542.08
513,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,641,AMD Radeon 530,Windows 10,513.37,64961.1072
514,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,642,Nvidia GeForce MX150,No OS,514.37,74589.336
515,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,643,Intel HD Graphics 500,Windows 10,515.37,13053.6
516,HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,644,Intel UHD Graphics 620,Windows 10,516.37,27783.9216
517,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,645,Nvidia GeForce GTX1080,Windows 10,517.37,158135.04
518,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,646,Nvidia GeForce 930MX,Windows 10,518.37,47365.92
519,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,647,Nvidia GeForce GTX1050 Ti,Windows 10,519.37,80133.12
520,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,648,Nvidia GeForce GTX 1060,Windows 10,520.37,74538.72
521,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,649,Intel HD Graphics 620,Windows 10,521.37,74538.72
522,Dell,Notebook,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,650,Intel HD Graphics 620,Windows 10,522.37,68184.0144
523,HP,Notebook,15.6,1366x768,Intel Core i7 7700HQ 2.8GHz,4GB,651,Intel HD Graphics 520,Windows 10,523.37,36709.92
524,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,652,AMD Radeon 530,Linux,524.37,47365.92
525,Lenovo,Notebook,24,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,653,Intel HD Graphics 520,Windows 7,525.37,71395.2
526,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,654,Nvidia GeForce 920MX,Windows 10,526.37,42570.72
527,Lenovo,Notebook,15.6,1366x768,Intel Core i7 7700HQ 2.8GHz,8GB,655,Nvidia GeForce 920MX ,No OS,527.37,24455.52
528,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,656,AMD Radeon R5 M430,Windows 10,528.37,31168.8
529,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,657,Intel HD Graphics 620,Windows 10,529.37,73366.56
530,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,658,Nvidia GeForce GTX 1070,Windows 10,530.37,160520.3856
531,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,659,Intel HD Graphics 620,Windows 10,531.37,45820.8
532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,660,Nvidia GeForce GTX 960M,Windows 10,532.37,69210.72
533,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,661,Intel HD Graphics 500,Windows 10,533.37,19660.32
534,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,662,Nvidia GeForce GTX 1060,Windows 10,534.37,87858.72
535,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,663,Nvidia GeForce 930MX,Windows 10,535.37,72940.32
536,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,664,AMD Radeon 530,Windows 10,536.37,42486.0048
537,HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,665,Intel HD Graphics 405,Windows 10,537.37,21258.1872
538,HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,666,Nvidia GeForce GTX 1060,Windows 10,538.37,95850.72
539,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,667,Nvidia GeForce 940MX,Windows 10,539.37,45767.52
540,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,668,Intel UHD Graphics 620,Windows 10,540.37,74538.72
541,Dell,Notebook,14,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,669,Intel HD Graphics 520,Windows 10,541.37,39207.1536
542,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,670,Intel HD Graphics 620,Windows 10,542.37,61005.6
543,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,671,Nvidia GeForce GTX 1050,Linux,543.37,42517.44
544,Asus,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,672,AMD Radeon R2 Graphics,Windows 10,544.37,18594.72
545,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,673,Intel HD Graphics 620,Windows 10,545.37,37589.04
546,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,674,Intel HD Graphics 620,Windows 10,546.37,41824.8
547,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,675,Intel HD Graphics 520,No OS,547.37,24634.008
548,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,676,Intel HD Graphics 520,Windows 10,548.37,21152.16
549,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,677,Intel HD Graphics 620,Windows 10,549.37,92121.12
550,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,678,Intel HD Graphics 520,Windows 10,550.37,26586.72
551,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,679,Intel HD Graphics 620,Windows 10,551.37,59513.2272
552,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,680,Nvidia GeForce GTX 1070,Windows 10,552.37,143802.72
553,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,681,Intel HD Graphics 520,Windows 10,553.37,28992.312
554,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,682,Nvidia GeForce 930MX,Windows 10,554.37,68198.4
555,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,683,Intel HD Graphics 500,Linux,555.37,11934.72
556,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,684,Intel HD Graphics,Windows 10,556.37,13586.4
557,Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,685,Nvidia GeForce 940MX,Windows 10,557.37,50562.72
558,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6GB,686,AMD Radeon 530,Windows 10,558.37,30310.992
559,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,687,AMD Radeon R5 M420,Windows 10,559.37,32921.712
560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,688,Intel HD Graphics 500,Windows 10,560.37,18594.72
561,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,689,Intel HD Graphics 620,Windows 10,561.37,33566.4
562,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,690,Intel HD Graphics 515,Windows 10,562.37,104695.2
563,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,691,Nvidia Quadro M620M,Windows 10,563.37,159786.72
564,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,692,Nvidia GeForce GTX 1050,Windows 10,564.37,44701.92
565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,693,Intel UHD Graphics 620,Windows 10,565.37,85194.72
566,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,694,Intel HD Graphics 620,Windows 10,566.37,51095.52
652,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,695,Intel HD Graphics 620,Windows 10,567.37,60199.84426
568,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,696,Intel HD Graphics 505,Windows 10,568.37,18328.32
569,Lenovo,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,697,Intel HD Graphics 620,Windows 10,569.37,52747.2
570,HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,698,Nvidia Quadro M1200,Windows 10,570.37,99153.5472
571,HP,Notebook,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,699,Intel HD Graphics 405,Windows 10,571.37,20725.92
572,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,700,AMD Radeon 530,Windows 10,572.37,34578.72
573,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,701,Intel HD Graphics 620,Windows 10,573.37,44222.4
574,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,702,Intel HD Graphics 620,Windows 10,574.37,36496.8
575,Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,703,Intel HD Graphics,Windows 10,575.37,13266.72
576,Toshiba,Ultrabook,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,704,Intel HD Graphics 620,Windows 10,576.37,99367.2
577,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,705,Nvidia GeForce GTX 1070,Windows 10,577.37,141884.64
578,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,706,Nvidia GeForce GTX 1070,Windows 10,578.37,145401.12
579,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,707,AMD Radeon R5 M430,Linux,579.37,39907.2528
580,Mediacom,Notebook,14,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,708,Intel HD Graphics 500,Windows 10,580.37,20725.92
581,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8GB,709,Intel HD Graphics 620,Windows 10,581.37,53733.9456
582,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,710,Intel HD Graphics 620,Windows 10,582.37,38308.32
583,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,711,Nvidia GeForce 930MX,Windows 10,583.37,81912.1392
584,Dell,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,712,Intel HD Graphics 400,Chrome OS,584.37,15717.6
585,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,713,Nvidia GeForce GTX 980M,Windows 10,585.37,125154.72
586,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,714,Nvidia GeForce GTX 1050,Windows 10,586.37,79813.44
587,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,715,Intel HD Graphics 520,Windows 10,587.37,89137.44
588,Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12GB,716,Intel HD Graphics 620,Windows 10,588.37,32447.52
589,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,717,Nvidia GeForce GTX 1060,Windows 10,589.37,94305.6
590,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,718,Intel HD Graphics 520,Windows 10,590.37,39373.92
591,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,719,AMD Radeon 530,Windows 10,591.37,50562.72
592,Dell,2 in 1 Convertible,31.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,720,Intel HD Graphics 615,Windows 10,592.37,32127.84
593,Samsung,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,721,Nvidia GeForce GTX 1050,Windows 10,593.37,90522.72
594,Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,722,Intel HD Graphics 520,No OS,594.37,28185.12
595,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8GB,723,Intel HD Graphics 520,Windows 10,595.37,24455.52
596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,724,Intel HD Graphics 620,Windows 10,596.37,107892
597,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,725,Intel HD Graphics 630,Windows 10,597.37,78534.72
598,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,726,Intel HD Graphics 620,Windows 10,598.37,88977.6
599,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,727,Nvidia Quadro M620,Windows 10,599.37,93932.64
600,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,728,Intel HD Graphics 620,Windows 10,600.37,64948.32
601,HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,729,Intel HD Graphics 620,Windows 10,601.37,35616.6144
602,Acer,Notebook,14,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,730,Intel HD Graphics 500,Windows 10,602.37,17529.12
603,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,731,Nvidia GeForce GTX 970M,Windows 10,603.37,117162.72
604,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,732,AMD Radeon R5 M420,Linux,604.37,24775.2
605,MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,733,Nvidia GeForce GTX 1060,Windows 10,605.37,122490.72
606,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,734,Intel HD Graphics 520,Windows 10,606.37,74538.72
607,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,735,Intel HD Graphics 620,Windows 10,607.37,30049.92
608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,736,Intel HD Graphics 630,Windows 10,608.37,69210.72
609,Acer,Notebook,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,737,Intel HD Graphics 405,Windows 10,609.37,18594.72
610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32GB,738,Nvidia Quadro M2200M,Windows 10,610.37,261018.72
611,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,739,Nvidia GeForce GTX 960<U+039C>,Windows 10,611.37,46833.6528
612,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,740,Intel HD Graphics 520,Linux,612.37,23650.992
613,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,741,Intel HD Graphics 520,Linux,613.37,19127.52
614,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,742,Intel HD Graphics 620,Linux,614.37,46300.32
615,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,743,Nvidia GeForce GTX 1050,Windows 10,615.37,62231.04
652,Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,744,Nvidia GeForce GTX 1050,Windows 10,616.37,60199.84426
617,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,745,Intel HD Graphics 620,Windows 10,617.37,74005.92
618,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,746,Nvidia GeForce GTX 1070,Windows 10,618.37,120831.5808
619,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,747,Intel HD Graphics 400,Chrome OS,619.37,20193.12
620,HP,Notebook,14,1366x768,Intel Core i5 7300U 2.6GHz,8GB,748,Intel HD Graphics 620,Windows 10,620.37,59886.72
621,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,749,Intel HD Graphics 520,Windows 7,621.37,78055.2
622,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,750,AMD Radeon 530,Windows 10,622.37,41345.28
623,Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,751,Intel HD Graphics 620,Windows 10,623.37,42570.72
624,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,752,Intel HD Graphics 520,Windows 7,624.37,49656.96
652,HP,Notebook,15.6,1366x768,Intel Atom x5-Z8350 1.44GHz,4GB,753,Intel HD Graphics 520,Windows 7,625.37,60199.84426
626,Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2GB,754,Intel HD Graphics,Windows 10,626.37,12733.92
627,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,755,Intel HD Graphics 620,No OS,627.37,24935.04
628,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,756,Intel HD Graphics 620,Windows 10,628.37,34046.4528
652,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,757,Intel HD Graphics 620,Windows 10,629.37,60199.84426
630,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,758,Intel HD Graphics 620,Windows 10,630.37,101232
631,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,759,Nvidia GeForce GTX 1050 Ti,Windows 10,631.37,78801.12
632,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,760,Intel UHD Graphics 620,Windows 10,632.37,44169.12
633,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,761,Nvidia GeForce 920MX ,Windows 10,633.37,30849.12
634,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,762,Intel HD Graphics 500,Windows 10,634.37,21258.72
635,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,763,Nvidia GeForce GTX 1050,Windows 10,635.37,48304.7136
636,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,764,Intel UHD Graphics 620,Windows 10,636.37,99580.32
637,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,765,Intel HD Graphics 400,Windows 10,637.37,13266.72
638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,766,Intel HD Graphics 620,Windows 10,638.37,93635.3376
639,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,767,Nvidia GeForce GTX 1050,Windows 10,639.37,127818.72
640,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,768,Nvidia GeForce GTX 1050M,Windows 10,640.37,59087.52
641,HP,Notebook,17,1600x900,AMD A9-Series 9420 3GHz,8GB,769,AMD Radeon R5,Windows 10,641.37,27753.552
642,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,770,Intel HD Graphics 620,Windows 10,642.37,130536
643,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,771,Nvidia GeForce GTX 1050 Ti,No OS,643.37,62284.32
644,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,772,Intel HD Graphics 520,Windows 10,644.37,23976
645,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,773,Intel HD Graphics,Windows 10,645.37,14598.72
646,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,774,Intel Graphics 620,Windows 10,646.37,48964.32
647,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,775,Nvidia GeForce GTX 1060,Windows 10,647.37,138474.72
648,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,776,Intel HD Graphics 520,Windows 10,648.37,64628.64
649,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,777,Intel HD Graphics 620,Windows 10,649.37,84395.52
650,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,778,Nvidia GeForce GTX 1080,Windows 10,650.37,149130.72
651,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,779,Nvidia GeForce GTX 1050,Linux,651.37,37775.52
652,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,780,Intel UHD Graphics 620,Windows 10,652.37,77250.672
653,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,781,Nvidia GeForce GTX 1050 Ti,Windows 10,653.37,63499.104
654,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,782,Intel HD Graphics 520,No OS,654.37,19441.872
655,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,783,Intel HD Graphics 620,Windows 10,655.37,56689.92
656,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,784,AMD Radeon 530,Windows 10,656.37,48964.32
657,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,785,AMD Radeon 530,Windows 10,657.37,60472.8
658,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,786,Nvidia GeForce GTX 960,Windows 10,658.37,63722.88
659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,787,Nvidia GeForce GTX 1070,Windows 10,659.37,167691.8736
660,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,788,Intel HD Graphics 520,Windows 10,660.37,65481.12
661,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,789,Intel HD Graphics 500,Windows 10,661.37,22324.32
662,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,790,Intel HD Graphics 520,Windows 10,662.37,28504.8
663,HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6GB,791,AMD Radeon R5 M430,Windows 10,663.37,28717.92
664,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,792,Nvidia GeForce GTX 1060,Windows 10,664.37,79215.1056
665,Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,793,Intel HD Graphics 520,Windows 10,665.37,26533.44
652,Toshiba,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,794,Intel HD Graphics 520,Windows 10,666.37,60199.84426
667,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,795,AMD Radeon 530,Windows 10,667.37,39693.6
668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,796,Intel HD Graphics 620,Windows 10,668.37,67026.24
669,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,797,Intel HD Graphics 520,Linux,669.37,21951.36
670,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,798,Intel Iris Plus Graphics 640,Windows 10 S,670.37,99519.048
671,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,799,AMD Radeon R5 M430,Windows 10,671.37,43580.376
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,800,Intel HD Graphics 620,Windows 10,672.37,55091.52
673,Lenovo,Notebook,35.6,1366x768,AMD E-Series E2-9000 2.2GHz,4GB,801,AMD Radeon R2 Graphics,Windows 10,673.37,18594.72
674,HP,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,802,Nvidia GeForce 940MX,Windows 10,674.37,37242.72
675,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,803,Nvidia GeForce GTX 1050,Windows 10,675.37,68944.32
676,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,804,Intel HD Graphics 620,Windows 10,676.37,60472.8
677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,805,Intel HD Graphics 500,Chrome OS,677.37,26373.6
678,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,806,Intel HD Graphics 620,Windows 10,678.37,122490.72
